Item No,Order ID,Part Number,Part Description,Supplier Name,Plant,Order Amount,Date
59,20200617A029,2545170,200,AUN,Metal,200,17/06/2020
59,20200618A026,2545170,200,AUN,Metal,200,18/06/2020
60,20200604A045,2545213,200,AUN,Metal,200,04/06/2020
60,20200608A044,2545213,400,AUN,Metal,400,08/06/2020
60,20200609A044,2545213,200,AUN,Metal,200,09/06/2020
60,20200610A043,2545213,200,AUN,Metal,200,10/06/2020
60,20200611A044,2545213,200,AUN,Metal,200,11/06/2020
60,20200612A032,2545213,200,AUN,Metal,200,12/06/2020
60,20200616A035,2545213,200,AUN,Metal,200,16/06/2020
60,20200618A027,2545213,200,AUN,Metal,200,18/06/2020
61,20200610A044,2687026,200,AUN,Metal,200,10/06/2020
62,20200604A046,2606657,300,AUN,Metal,300,04/06/2020
62,20200608A045,2606657,300,AUN,Metal,300,08/06/2020
62,20200609A045,2606657,600,AUN,Metal,600,09/06/2020
62,20200610A045,2606657,300,AUN,Metal,300,10/06/2020
62,20200611A045,2606657,300,AUN,Metal,300,11/06/2020
62,20200612A033,2606657,300,AUN,Metal,300,12/06/2020
62,20200615A043,2606657,300,AUN,Metal,300,15/06/2020
62,20200616A036,2606657,300,AUN,Metal,300,16/06/2020
62,20200617A030,2606657,300,AUN,Metal,300,17/06/2020
62,20200618A028,2606657,300,AUN,Metal,300,18/06/2020
63,20200604A047,2596596,200,AUN,Metal,200,04/06/2020
63,20200608A046,2596596,400,AUN,Metal,400,08/06/2020
63,20200609A046,2596596,200,AUN,Metal,200,09/06/2020
63,20200610A046,2596596,200,AUN,Metal,200,10/06/2020
63,20200611A046,2596596,200,AUN,Metal,200,11/06/2020
63,20200612A034,2596596,200,AUN,Metal,200,12/06/2020
63,20200616A037,2596596,200,AUN,Metal,200,16/06/2020
63,20200617A031,2596596,200,AUN,Metal,200,17/06/2020
63,20200618A029,2596596,200,AUN,Metal,200,18/06/2020
64,20200602A028,2522711,200,AUN,Metal,200,02/06/2020
64,20200604A048,2522711,1200,AUN,Metal,1200,04/06/2020
64,20200605A020,2522711,1200,AUN,Metal,1200,05/06/2020
64,20200608A047,2522711,1400,AUN,Metal,1400,08/06/2020
64,20200609A047,2522711,1400,AUN,Metal,1400,09/06/2020
64,20200610A047,2522711,1200,AUN,Metal,1200,10/06/2020
64,20200611A047,2522711,1000,AUN,Metal,1000,11/06/2020
64,20200612A035,2522711,1000,AUN,Metal,1000,12/06/2020
64,20200615A044,2522711,1400,AUN,Metal,1400,15/06/2020
64,20200616A038,2522711,1400,AUN,Metal,1400,16/06/2020
64,20200617A032,2522711,1400,AUN,Metal,1400,17/06/2020
64,20200618A030,2522711,800,AUN,Metal,800,18/06/2020
64,20200619A020,2522711,800,AUN,Metal,800,19/06/2020
65,20200608A048,2580699,150,AUN,Metal,150,08/06/2020
65,20200609A048,2580699,450,AUN,Metal,450,09/06/2020
65,20200610A048,2580699,600,AUN,Metal,600,10/06/2020
65,20200611A048,2580699,450,AUN,Metal,450,11/06/2020
65,20200615A045,2580699,150,AUN,Metal,150,15/06/2020
65,20200616A039,2580699,150,AUN,Metal,150,16/06/2020
65,20200617A033,2580699,150,AUN,Metal,150,17/06/2020
66,20200604A049,3073507,150,AUN,Metal,150,04/06/2020
66,20200605A021,3073507,150,AUN,Metal,150,05/06/2020
66,20200608A049,3073507,150,AUN,Metal,150,08/06/2020
66,20200609A049,3073507,150,AUN,Metal,150,09/06/2020
66,20200610A049,3073507,150,AUN,Metal,150,10/06/2020
66,20200611A049,3073507,150,AUN,Metal,150,11/06/2020
66,20200612A036,3073507,300,AUN,Metal,300,12/06/2020
66,20200615A046,3073507,180,AUN,Metal,180,15/06/2020
66,20200616A040,3073507,180,AUN,Metal,180,16/06/2020
66,20200617A034,3073507,180,AUN,Metal,180,17/06/2020
66,20200618A031,3073507,240,AUN,Metal,240,18/06/2020
66,20200619A021,3073507,240,AUN,Metal,240,19/06/2020
67,20200604A050,3073511,150,AUN,Metal,150,04/06/2020
67,20200605A022,3073511,150,AUN,Metal,150,05/06/2020
67,20200609A050,3073511,90,AUN,Metal,90,09/06/2020
67,20200610A050,3073511,90,AUN,Metal,90,10/06/2020
67,20200611A050,3073511,90,AUN,Metal,90,11/06/2020
67,20200612A037,3073511,225,AUN,Metal,225,12/06/2020
67,20200615A047,3073511,180,AUN,Metal,180,15/06/2020
67,20200616A041,3073511,180,AUN,Metal,180,16/06/2020
67,20200617A035,3073511,150,AUN,Metal,150,17/06/2020
67,20200618A032,3073511,150,AUN,Metal,150,18/06/2020
67,20200619A022,3073511,150,AUN,Metal,150,19/06/2020
68,20200602A029,2522749,390,AUN,Metal,390,02/06/2020
68,20200604A051,2522749,450,AUN,Metal,450,04/06/2020
68,20200605A023,2522749,390,AUN,Metal,390,05/06/2020
68,20200608A050,2522749,450,AUN,Metal,450,08/06/2020
68,20200609A051,2522749,450,AUN,Metal,450,09/06/2020
68,20200610A051,2522749,450,AUN,Metal,450,10/06/2020
68,20200611A051,2522749,450,AUN,Metal,450,11/06/2020
68,20200612A038,2522749,450,AUN,Metal,450,12/06/2020
68,20200615A048,2522749,360,AUN,Metal,360,15/06/2020
68,20200616A042,2522749,300,AUN,Metal,300,16/06/2020
68,20200617A036,2522749,420,AUN,Metal,420,17/06/2020
68,20200618A033,2522749,450,AUN,Metal,450,18/06/2020
68,20200619A023,2522749,450,AUN,Metal,450,19/06/2020
69,20200604A052,2753437,330,AUN,Metal,330,04/06/2020
69,20200605A024,2753437,330,AUN,Metal,330,05/06/2020
69,20200608A051,2753437,300,AUN,Metal,300,08/06/2020
69,20200609A052,2753437,300,AUN,Metal,300,09/06/2020
69,20200610A052,2753437,210,AUN,Metal,210,10/06/2020
69,20200611A052,2753437,210,AUN,Metal,210,11/06/2020
69,20200612A039,2753437,300,AUN,Metal,300,12/06/2020
69,20200615A049,2753437,300,AUN,Metal,300,15/06/2020
69,20200616A043,2753437,300,AUN,Metal,300,16/06/2020
69,20200617A037,2753437,300,AUN,Metal,300,17/06/2020
69,20200618A034,2753437,420,AUN,Metal,420,18/06/2020
69,20200619A024,2753437,420,AUN,Metal,420,19/06/2020
70,20200602A030,2522755,350,AUN,Metal,350,02/06/2020
70,20200604A053,2522755,560,AUN,Metal,560,04/06/2020
70,20200605A025,2522755,560,AUN,Metal,560,05/06/2020
70,20200608A052,2522755,1050,AUN,Metal,1050,08/06/2020
70,20200609A053,2522755,700,AUN,Metal,700,09/06/2020
70,20200610A053,2522755,700,AUN,Metal,700,10/06/2020
70,20200611A053,2522755,490,AUN,Metal,490,11/06/2020
70,20200612A040,2522755,770,AUN,Metal,770,12/06/2020
70,20200615A050,2522755,700,AUN,Metal,700,15/06/2020
70,20200616A044,2522755,490,AUN,Metal,490,16/06/2020
70,20200617A038,2522755,770,AUN,Metal,770,17/06/2020
70,20200618A035,2522755,840,AUN,Metal,840,18/06/2020
70,20200619A025,2522755,840,AUN,Metal,840,19/06/2020
71,20200601A011,1799703,2160,AUN,Metal,2160,01/06/2020
71,20200602A031,1799703,2160,AUN,Metal,2160,02/06/2020
71,20200604A054,1799703,1800,AUN,Metal,1800,04/06/2020
71,20200605A026,1799703,1440,AUN,Metal,1440,05/06/2020
71,20200608A053,1799703,1800,AUN,Metal,1800,08/06/2020
71,20200609A054,1799703,1440,AUN,Metal,1440,09/06/2020
71,20200610A054,1799703,1440,AUN,Metal,1440,10/06/2020
71,20200615A051,1799703,1440,AUN,Metal,1440,15/06/2020
71,20200616A045,1799703,1080,AUN,Metal,1080,16/06/2020
71,20200617A039,1799703,720,AUN,Metal,720,17/06/2020
71,20200618A036,1799703,720,AUN,Metal,720,18/06/2020
71,20200619A026,1799703,720,AUN,Metal,720,19/06/2020
72,20200608A054,2671906,90,AUN,Metal,90,08/06/2020
72,20200619A027,2671906,45,AUN,Metal,45,19/06/2020
73,20200601A012,2621911,150,AUN,Metal,150,01/06/2020
73,20200602A032,2621911,120,AUN,Metal,120,02/06/2020
73,20200615A052,2621911,120,AUN,Metal,120,15/06/2020
73,20200616A046,2621911,90,AUN,Metal,90,16/06/2020
73,20200617A040,2621911,60,AUN,Metal,60,17/06/2020
73,20200618A037,2621911,60,AUN,Metal,60,18/06/2020
73,20200619A028,2621911,60,AUN,Metal,60,19/06/2020
74,20200602A033,2522758,300,AUN,Metal,300,02/06/2020
74,20200604A055,2522758,750,AUN,Metal,750,04/06/2020
74,20200605A027,2522758,750,AUN,Metal,750,05/06/2020
74,20200608A055,2522758,900,AUN,Metal,900,08/06/2020
74,20200609A055,2522758,900,AUN,Metal,900,09/06/2020
74,20200610A055,2522758,600,AUN,Metal,600,10/06/2020
74,20200611A054,2522758,600,AUN,Metal,600,11/06/2020
74,20200612A041,2522758,600,AUN,Metal,600,12/06/2020
74,20200615A053,2522758,750,AUN,Metal,750,15/06/2020
74,20200616A047,2522758,750,AUN,Metal,750,16/06/2020
74,20200617A041,2522758,600,AUN,Metal,600,17/06/2020
74,20200618A038,2522758,900,AUN,Metal,900,18/06/2020
74,20200619A029,2522758,900,AUN,Metal,900,19/06/2020
75,20200601A013,2481888,90,AUN,Metal,90,01/06/2020
75,20200602A034,2481888,180,AUN,Metal,180,02/06/2020
75,20200604A056,2481888,120,AUN,Metal,120,04/06/2020
75,20200605A028,2481888,120,AUN,Metal,120,05/06/2020
75,20200608A056,2481888,150,AUN,Metal,150,08/06/2020
75,20200609A056,2481888,120,AUN,Metal,120,09/06/2020
75,20200610A056,2481888,120,AUN,Metal,120,10/06/2020
75,20200611A055,2481888,90,AUN,Metal,90,11/06/2020
75,20200615A054,2481888,90,AUN,Metal,90,15/06/2020
75,20200616A048,2481888,90,AUN,Metal,90,16/06/2020
75,20200617A042,2481888,90,AUN,Metal,90,17/06/2020
75,20200618A039,2481888,90,AUN,Metal,90,18/06/2020
76,20200601A014,2481889,90,AUN,Metal,90,01/06/2020
76,20200602A035,2481889,135,AUN,Metal,135,02/06/2020
76,20200604A057,2481889,135,AUN,Metal,135,04/06/2020
76,20200605A029,2481889,135,AUN,Metal,135,05/06/2020
76,20200608A057,2481889,135,AUN,Metal,135,08/06/2020
76,20200609A057,2481889,90,AUN,Metal,90,09/06/2020
76,20200610A057,2481889,135,AUN,Metal,135,10/06/2020
76,20200611A056,2481889,90,AUN,Metal,90,11/06/2020
76,20200615A055,2481889,90,AUN,Metal,90,15/06/2020
76,20200616A049,2481889,90,AUN,Metal,90,16/06/2020
76,20200617A043,2481889,90,AUN,Metal,90,17/06/2020
76,20200618A040,2481889,90,AUN,Metal,90,18/06/2020
77,20200601A015,2622074,135,AUN,Metal,135,01/06/2020
77,20200602A036,2622074,135,AUN,Metal,135,02/06/2020
77,20200608A058,2622074,45,AUN,Metal,45,08/06/2020
77,20200609A058,2622074,135,AUN,Metal,135,09/06/2020
77,20200610A058,2622074,135,AUN,Metal,135,10/06/2020
77,20200611A057,2622074,90,AUN,Metal,90,11/06/2020
77,20200615A056,2622074,90,AUN,Metal,90,15/06/2020
77,20200616A050,2622074,45,AUN,Metal,45,16/06/2020
77,20200617A044,2622074,45,AUN,Metal,45,17/06/2020
77,20200618A041,2622074,45,AUN,Metal,45,18/06/2020
77,20200619A030,2622074,90,AUN,Metal,90,19/06/2020
78,20200601A016,3358049,350,AUN,Metal,350,01/06/2020
78,20200602A037,3358049,350,AUN,Metal,350,02/06/2020
78,20200608A059,3358049,350,AUN,Metal,350,08/06/2020
78,20200615A057,3358049,350,AUN,Metal,350,15/06/2020
79,20200601A017,1950436,600,AUN,Metal,600,01/06/2020
79,20200602A038,1950436,200,AUN,Metal,200,02/06/2020
79,20200604A058,1950436,200,AUN,Metal,200,04/06/2020
79,20200605A030,1950436,200,AUN,Metal,200,05/06/2020
79,20200608A060,1950436,400,AUN,Metal,400,08/06/2020
79,20200609A059,1950436,400,AUN,Metal,400,09/06/2020
79,20200610A059,1950436,400,AUN,Metal,400,10/06/2020
79,20200611A058,1950436,400,AUN,Metal,400,11/06/2020
79,20200615A058,1950436,600,AUN,Metal,600,15/06/2020
79,20200616A051,1950436,400,AUN,Metal,400,16/06/2020
79,20200617A045,1950436,200,AUN,Metal,200,17/06/2020
79,20200619A031,1950436,200,AUN,Metal,200,19/06/2020
80,20200601A018,1799719,600,AUN,Metal,600,01/06/2020
80,20200602A039,1799719,400,AUN,Metal,400,02/06/2020
80,20200604A059,1799719,100,AUN,Metal,100,04/06/2020
80,20200605A031,1799719,200,AUN,Metal,200,05/06/2020
80,20200608A061,1799719,400,AUN,Metal,400,08/06/2020
80,20200609A060,1799719,360,AUN,Metal,360,09/06/2020
80,20200610A060,1799719,400,AUN,Metal,400,10/06/2020
80,20200611A059,1799719,300,AUN,Metal,300,11/06/2020
80,20200615A059,1799719,600,AUN,Metal,600,15/06/2020
80,20200616A052,1799719,400,AUN,Metal,400,16/06/2020
80,20200617A046,1799719,150,AUN,Metal,150,17/06/2020
80,20200618A042,1799719,150,AUN,Metal,150,18/06/2020
80,20200619A032,1799719,150,AUN,Metal,150,19/06/2020
81,20200604A060,2604810,100,AUN,Metal,100,04/06/2020
81,20200609A061,2604810,100,AUN,Metal,100,09/06/2020
81,20200610A061,2604810,100,AUN,Metal,100,10/06/2020
81,20200611A060,2604810,100,AUN,Metal,100,11/06/2020
81,20200612A042,2604810,100,AUN,Metal,100,12/06/2020
81,20200617A047,2604810,100,AUN,Metal,100,17/06/2020
81,20200618A043,2604810,100,AUN,Metal,100,18/06/2020
82,20200612A043,2528053,1000,AUN,Metal,1000,12/06/2020
82,20200616A053,2528053,1000,AUN,Metal,1000,16/06/2020
82,20200617A048,2528053,1000,AUN,Metal,1000,17/06/2020
82,20200618A044,2528053,1000,AUN,Metal,1000,18/06/2020
82,20200619A033,2528053,1000,AUN,Metal,1000,19/06/2020
83,20200608A062,2572574,200,AUN,Metal,200,08/06/2020
83,20200609A062,2572574,400,AUN,Metal,400,09/06/2020
83,20200610A062,2572574,400,AUN,Metal,400,10/06/2020
83,20200611A061,2572574,400,AUN,Metal,400,11/06/2020
83,20200612A044,2572574,500,AUN,Metal,500,12/06/2020
83,20200615A060,2572574,300,AUN,Metal,300,15/06/2020
83,20200616A054,2572574,400,AUN,Metal,400,16/06/2020
83,20200617A049,2572574,400,AUN,Metal,400,17/06/2020
83,20200618A045,2572574,500,AUN,Metal,500,18/06/2020
83,20200619A034,2572574,500,AUN,Metal,500,19/06/2020
84,20200608A063,2590764,1000,AUN,AT,1000,08/06/2020
84,20200615A061,2590764,400,AUN,AT,400,15/06/2020
85,20200608A064,2590772,500,AUN,AT,500,08/06/2020
85,20200615A062,2590772,300,AUN,AT,300,15/06/2020
86,20200615A063,2690906,480,AUN,AT,480,15/06/2020
87,20200601A019,2004708,2880,AUN,JIT-Rayong,2880,01/06/2020
87,20200605A032,2004708,4320,AUN,JIT-Rayong,4320,05/06/2020
87,20200608A065,2004708,4320,AUN,JIT-Rayong,4320,08/06/2020
87,20200610A063,2004708,2880,AUN,JIT-Rayong,2880,10/06/2020
87,20200615A064,2004708,4320,AUN,JIT-Rayong,4320,15/06/2020
87,20200617A050,2004708,2880,AUN,JIT-Rayong,2880,17/06/2020
88,20200608A066,2522352,400,AUN,Foam,400,08/06/2020
88,20200609A063,2522352,600,AUN,Foam,600,09/06/2020
88,20200610A064,2522352,800,AUN,Foam,800,10/06/2020
88,20200611A062,2522352,1000,AUN,Foam,1000,11/06/2020
88,20200618A046,2522352,1200,AUN,Foam,1200,18/06/2020
89,20200608A067,2522369,200,AUN,Foam,200,08/06/2020
89,20200609A064,2522369,600,AUN,Foam,600,09/06/2020
89,20200610A065,2522369,600,AUN,Foam,600,10/06/2020
89,20200611A063,2522369,1000,AUN,Foam,1000,11/06/2020
89,20200618A047,2522369,800,AUN,Foam,800,18/06/2020
90,20200616A055,2592941,200,AUN,Foam,200,16/06/2020
90,20200618A048,2592941,200,AUN,Foam,200,18/06/2020
91,20200602A040,3101731,50,AUN,Foam,50,02/06/2020
91,20200610A066,3101731,200,AUN,Foam,200,10/06/2020
91,20200616A056,3101731,600,AUN,Foam,600,16/06/2020
91,20200617A051,3101731,400,AUN,Foam,400,17/06/2020
91,20200618A049,3101731,200,AUN,Foam,200,18/06/2020
92,20200611A064,2703534,360,AUN,Foam,360,11/06/2020
92,20200616A057,2703534,450,AUN,Foam,450,16/06/2020
92,20200617A052,2703534,450,AUN,Foam,450,17/06/2020
92,20200618A050,2703534,360,AUN,Foam,360,18/06/2020
96,20200604A061,1798591,50,AUN,Foam,50,04/06/2020
96,20200617A053,1798591,50,AUN,Foam,50,17/06/2020
97,20200604A062,1798873,50,AUN,Foam,50,04/06/2020
98,20200603A001,1534312,900,AUN,Foam,900,03/06/2020
98,20200604A063,1534312,1200,AUN,Foam,1200,04/06/2020
98,20200605A033,1534312,900,AUN,Foam,900,05/06/2020
98,20200608A068,1534312,900,AUN,Foam,900,08/06/2020
98,20200609A065,1534312,900,AUN,Foam,900,09/06/2020
98,20200610A067,1534312,1500,AUN,Foam,1500,10/06/2020
98,20200611A065,1534312,1500,AUN,Foam,1500,11/06/2020
98,20200617A054,1534312,600,AUN,Foam,600,17/06/2020
98,20200618A051,1534312,1200,AUN,Foam,1200,18/06/2020
99,20200604A064,1799590,100,AUN,Foam,100,04/06/2020
99,20200608A069,1799590,100,AUN,Foam,100,08/06/2020
99,20200609A066,1799590,100,AUN,Foam,100,09/06/2020
99,20200610A068,1799590,100,AUN,Foam,100,10/06/2020
99,20200611A066,1799590,100,AUN,Foam,100,11/06/2020
99,20200616A058,1799590,100,AUN,Foam,100,16/06/2020
100,20200603A002,1799733,1200,AUN,Foam,1200,03/06/2020
100,20200604A065,1799733,600,AUN,Foam,600,04/06/2020
100,20200605A034,1799733,900,AUN,Foam,900,05/06/2020
100,20200608A070,1799733,600,AUN,Foam,600,08/06/2020
100,20200609A067,1799733,600,AUN,Foam,600,09/06/2020
100,20200610A069,1799733,900,AUN,Foam,900,10/06/2020
100,20200611A067,1799733,900,AUN,Foam,900,11/06/2020
100,20200616A059,1799733,300,AUN,Foam,300,16/06/2020
100,20200617A055,1799733,600,AUN,Foam,600,17/06/2020
100,20200618A052,1799733,1200,AUN,Foam,1200,18/06/2020
101,20200603A003,1799826,900,AUN,Foam,900,03/06/2020
101,20200604A066,1799826,300,AUN,Foam,300,04/06/2020
101,20200605A035,1799826,300,AUN,Foam,300,05/06/2020
101,20200608A071,1799826,300,AUN,Foam,300,08/06/2020
101,20200609A068,1799826,300,AUN,Foam,300,09/06/2020
101,20200610A070,1799826,600,AUN,Foam,600,10/06/2020
101,20200611A068,1799826,600,AUN,Foam,600,11/06/2020
101,20200616A060,1799826,900,AUN,Foam,900,16/06/2020
101,20200617A056,1799826,300,AUN,Foam,300,17/06/2020
101,20200618A053,1799826,600,AUN,Foam,600,18/06/2020
102,20200608A072,1903977,180,AUN,Foam,180,08/06/2020
103,20200603A004,2571758,125,AUN,Foam,125,03/06/2020
103,20200604A067,2571758,125,AUN,Foam,125,04/06/2020
103,20200605A036,2571758,125,AUN,Foam,125,05/06/2020
103,20200609A069,2571758,125,AUN,Foam,125,09/06/2020
103,20200610A071,2571758,125,AUN,Foam,125,10/06/2020
103,20200616A061,2571758,125,AUN,Foam,125,16/06/2020
103,20200617A057,2571758,125,AUN,Foam,125,17/06/2020
103,20200618A054,2571758,125,AUN,Foam,125,18/06/2020
104,20200605A037,2571762,125,AUN,Foam,125,05/06/2020
104,20200616A062,2571762,125,AUN,Foam,125,16/06/2020
104,20200617A058,2571762,125,AUN,Foam,125,17/06/2020
104,20200618A055,2571762,125,AUN,Foam,125,18/06/2020
105,20200604A068,2573658,125,AUN,Foam,125,04/06/2020
105,20200610A072,2573658,250,AUN,Foam,250,10/06/2020
162,20200615A065,5134223-5A,380,NSG,Trim LCB,380,15/06/2020
163,20200615A066,5134224-5A,380,NSG,Trim LCB,380,15/06/2020
164,20200615A067,5134225-5A,380,NSG,Trim LCB,380,15/06/2020
165,20200615A068,5134226-5A,130,NSG,Trim LCB,130,15/06/2020
166,20200603A005,5134228-5A,74,NSG,Trim LCB,74,03/06/2020
166,20200615A069,5134228-5A,130,NSG,Trim LCB,130,15/06/2020
167,20200615A070,5134229-5A,130,NSG,Trim LCB,130,15/06/2020
168,20200615A071,5134230-5A,130,NSG,Trim LCB,130,15/06/2020
169,20200615A072,5134231-5A,130,NSG,Trim LCB,130,15/06/2020
170,20200615A073,5134232-5A,130,NSG,Trim LCB,130,15/06/2020
183,20200608A073,3195958,500,NSG,Trim LCB,500,08/06/2020
183,20200615A074,3195958,300,NSG,Trim LCB,300,15/06/2020
223,20200608A074,2703273-IND,600,NSG,AT,600,08/06/2020
225,20200608A075,2703277-IND,600,NSG,AT,600,08/06/2020
227,20200608A076,2703301-IND,600,NSG,AT,600,08/06/2020
229,20200608A077,2703306-IND,600,NSG,AT,600,08/06/2020
230,20200608A078,3566268,500,NSG,JIT-Rayong,500,08/06/2020
230,20200615A075,3566268,500,NSG,JIT-Rayong,500,15/06/2020
231,20200608A079,AG160223-A,1500,NSG,JIT-Rayong,1500,08/06/2020
231,20200615A076,AG160223-A,1500,NSG,JIT-Rayong,1500,15/06/2020
237,20200608A080,2677446,800,NSG,Foam,800,08/06/2020
237,20200610A073,2677446,1000,NSG,Foam,1000,10/06/2020
237,20200612A045,2677446,800,NSG,Foam,800,12/06/2020
238,20200608A081,2677447,800,NSG,Foam,800,08/06/2020
238,20200610A074,2677447,700,NSG,Foam,700,10/06/2020
238,20200612A046,2677447,700,NSG,Foam,700,12/06/2020
240,20200605A038,2576719,300,NSG,Foam,300,05/06/2020
242,20200608A082,2576723,100,NSG,Foam,100,08/06/2020
243,20200602A041,2576774,300,NSG,Foam,300,02/06/2020
243,20200605A039,2576774,100,NSG,Foam,100,05/06/2020
243,20200608A083,2576774,50,NSG,Foam,50,08/06/2020
243,20200615A077,2576774,100,NSG,Foam,100,15/06/2020
243,20200617A059,2576774,250,NSG,Foam,250,17/06/2020
243,20200619A035,2576774,100,NSG,Foam,100,19/06/2020
244,20200605A040,2576775,300,NSG,Foam,300,05/06/2020
244,20200608A084,2576775,50,NSG,Foam,50,08/06/2020
244,20200610A075,2576775,100,NSG,Foam,100,10/06/2020
244,20200615A078,2576775,50,NSG,Foam,50,15/06/2020
244,20200619A036,2576775,300,NSG,Foam,300,19/06/2020
245,20200608A085,2666382,100,NSG,Foam,100,08/06/2020
245,20200610A076,2666382,50,NSG,Foam,50,10/06/2020
246,20200602A042,2671777,400,NSG,Foam,400,02/06/2020
246,20200615A079,2671777,100,NSG,Foam,100,15/06/2020
246,20200617A060,2671777,150,NSG,Foam,150,17/06/2020
246,20200619A037,2671777,150,NSG,Foam,150,19/06/2020
247,20200605A041,2671794,100,NSG,Foam,100,05/06/2020
247,20200608A086,2671794,100,NSG,Foam,100,08/06/2020
248,20200602A043,2671866,500,NSG,Foam,500,02/06/2020
248,20200608A087,2671866,100,NSG,Foam,100,08/06/2020
248,20200615A080,2671866,100,NSG,Foam,100,15/06/2020
248,20200617A061,2671866,250,NSG,Foam,250,17/06/2020
248,20200619A038,2671866,100,NSG,Foam,100,19/06/2020
249,20200605A042,2671886,100,NSG,Foam,100,05/06/2020
249,20200608A088,2671886,3500,NSG,Foam,3500,08/06/2020
249,20200610A077,2671886,3000,NSG,Foam,3000,10/06/2020
249,20200612A047,2671886,3000,NSG,Foam,3000,12/06/2020
250,20200610A078,2671889,200,NSG,Foam,200,10/06/2020
250,20200612A048,2671889,300,NSG,Foam,300,12/06/2020
251,20200608A089,2677441,1000,NSG,Foam,1000,08/06/2020
251,20200610A079,2677441,800,NSG,Foam,800,10/06/2020
251,20200612A049,2677441,800,NSG,Foam,800,12/06/2020
251,20200619A039,2677441,50,NSG,Foam,50,19/06/2020
252,20200608A090,2677444,1500,NSG,Foam,1500,08/06/2020
252,20200610A080,2677444,1000,NSG,Foam,1000,10/06/2020
252,20200612A050,2677444,1500,NSG,Foam,1500,12/06/2020
252,20200619A040,2677444,50,NSG,Foam,50,19/06/2020
253,20200602A044,2747225,50,NSG,Foam,50,02/06/2020
253,20200615A081,2747225,100,NSG,Foam,100,15/06/2020
253,20200617A062,2747225,200,NSG,Foam,200,17/06/2020
253,20200619A041,2747225,50,NSG,Foam,50,19/06/2020
254,20200602A045,2747226,100,NSG,Foam,100,02/06/2020
254,20200615A082,2747226,50,NSG,Foam,50,15/06/2020
254,20200617A063,2747226,250,NSG,Foam,250,17/06/2020
254,20200619A042,2747226,50,NSG,Foam,50,19/06/2020
255,20200602A046,2836496,500,NSG,Foam,500,02/06/2020
255,20200615A083,2836496,100,NSG,Foam,100,15/06/2020
255,20200617A064,2836496,250,NSG,Foam,250,17/06/2020
255,20200619A043,2836496,100,NSG,Foam,100,19/06/2020
256,20200602A047,2837120,500,NSG,Foam,500,02/06/2020
256,20200615A084,2837120,50,NSG,Foam,50,15/06/2020
256,20200617A065,2837120,300,NSG,Foam,300,17/06/2020
256,20200619A044,2837120,50,NSG,Foam,50,19/06/2020
257,20200610A081,2837121,100,NSG,Foam,100,10/06/2020
257,20200612A051,2837121,100,NSG,Foam,100,12/06/2020
258,20200610A082,3660267,300,NSG,Foam,300,10/06/2020
258,20200619A045,3660267,50,NSG,Foam,50,19/06/2020
259,20200608A091,3660294,100,NSG,Foam,100,08/06/2020
259,20200610A083,3660294,200,NSG,Foam,200,10/06/2020
260,20200605A043,3770493,200,NSG,Foam,200,05/06/2020
260,20200610A084,3770493,200,NSG,Foam,200,10/06/2020
261,20200610A085,3770537,100,NSG,Foam,100,10/06/2020
261,20200612A052,3770537,100,NSG,Foam,100,12/06/2020
261,20200615A085,3770537,50,NSG,Foam,50,15/06/2020
262,20200610A086,3777795,100,NSG,Foam,100,10/06/2020
262,20200612A053,3777795,100,NSG,Foam,100,12/06/2020
263,20200608A092,3780259,100,NSG,Foam,100,08/06/2020
263,20200610A087,3780259,100,NSG,Foam,100,10/06/2020
263,20200612A054,3780259,100,NSG,Foam,100,12/06/2020
264,20200608A093,3780265,50,NSG,Foam,50,08/06/2020
264,20200610A088,3780265,100,NSG,Foam,100,10/06/2020
264,20200612A055,3780265,100,NSG,Foam,100,12/06/2020
265,20200608A094,3858568,200,NSG,Foam,200,08/06/2020
265,20200610A089,3858568,250,NSG,Foam,250,10/06/2020
265,20200612A056,3858568,100,NSG,Foam,100,12/06/2020
265,20200615A086,3858568,50,NSG,Foam,50,15/06/2020
268,20200605A044,2522560,200,NSG,Foam,200,05/06/2020
268,20200615A087,2522560,1000,NSG,Foam,1000,15/06/2020
268,20200617A066,2522560,1500,NSG,Foam,1500,17/06/2020
268,20200619A046,2522560,1200,NSG,Foam,1200,19/06/2020
270,20200605A045,2545878,200,NSG,Foam,200,05/06/2020
270,20200617A067,2545878,200,NSG,Foam,200,17/06/2020
270,20200619A047,2545878,100,NSG,Foam,100,19/06/2020
272,20200605A046,2545881,200,NSG,Foam,200,05/06/2020
272,20200615A088,2545881,100,NSG,Foam,100,15/06/2020
272,20200617A068,2545881,100,NSG,Foam,100,17/06/2020
272,20200619A048,2545881,200,NSG,Foam,200,19/06/2020
273,20200605A047,2550133,100,NSG,Foam,100,05/06/2020
273,20200615A089,2550133,100,NSG,Foam,100,15/06/2020
273,20200617A069,2550133,400,NSG,Foam,400,17/06/2020
273,20200619A049,2550133,300,NSG,Foam,300,19/06/2020
274,20200605A048,2677544,100,NSG,Foam,100,05/06/2020
274,20200615A090,2677544,100,NSG,Foam,100,15/06/2020
274,20200617A070,2677544,400,NSG,Foam,400,17/06/2020
274,20200619A050,2677544,300,NSG,Foam,300,19/06/2020
275,20200602A048,2779844,500,NSG,Foam,500,02/06/2020
275,20200615A091,2779844,500,NSG,Foam,500,15/06/2020
